"1" "2" "3" "4" "5" "6"
"54" 0.00162947679489332 0.00163027101418568 0.00201286076218367 0.00191525990126764 0.990790468281275 0.00202166324619482
"94" 0.00580626663013331 0.00568979703461563 0.00785814400751956 0.00587340153603986 0.969122202129169 0.00565018866252284
"202" 0.00524067598169277 0.246254866750711 0.00567640571900483 0.684042641281128 0.00367370072789225 0.0551117095395712
"217" 0.929110698657852 0.00544607683833275 0.000916766112042263 0.00117771834769313 0.000954035235760699 0.0623947048083188
"237" 0.0155194031283019 0.968753212114888 0.00125995197029375 0.00787719866794199 0.000818517447841819 0.00577171667073285
"248" 0.00555048068760168 0.00562068166310023 0.00453258202373045 0.00419907714101578 0.00402300647664709 0.976074172007905
"251" 0.764886829639574 0.221424373809142 0.00328242358060162 0.00305496288415815 0.00429208458260823 0.00305932550391637
"253" 0.326127759543675 0.0970175690478378 0.0207909722096032 0.00911644789006501 0.0060445731936288 0.54090267811519
"257" 0.0187512674360648 0.418755247206008 0.00156791082360293 0.520359720802567 0.0236888410550548 0.0168770126767025
"261" 0.97830840631957 0.0148846574428578 0.00171198539416824 0.00217213552232215 0.00144601287202339 0.00147680244905812
"263" 0.0110633594633616 0.010440013088717 0.0223937506792344 0.810992933750164 0.134694172881618 0.0104157701369043
"268" 0.0151916254659174 0.411285463083405 0.00168246671119675 0.442925920512848 0.00106429433755507 0.127850229889078
"269" 0.0321382614236295 0.232948439150299 0.00352840074282629 0.441487330768502 0.00324744725731321 0.28665012065743
"277" 0.988038169609717 0.00260414643290094 0.00222251909099849 0.00220845906996558 0.00244168589670887 0.00248501989970912
"291" 0.0100453070223232 0.129702149962025 0.0121203933316922 0.0193216191138578 0.0976438310997697 0.731166699470333
"307" 0.996839638683141 0.000904984005812843 0.000237190009734717 0.00069832637585415 0.000966680714441193 0.000353180211015901
"316" 0.995524473879834 0.000135814712778886 0.000178432795358762 0.00011103572942804 0.000774286461212408 0.00327595642138812
"319" 0.997280186636722 9.67584332366543e-05 3.53750892600324e-05 4.65694535972745e-05 5.58922042625663e-05 0.00248521818292117
"321" 0.00207715744599087 0.00372929039892489 0.00997614233356149 0.967574249132905 0.00760196243363017 0.00904119825498764
"327" 0.998045917390401 0.000121053212042407 8.06781010699121e-05 9.34566355799003e-05 0.000133769435136989 0.00152512522577024
"328" 0.00223994206618457 0.00164098126593916 0.0013447395392443 0.983513660283022 0.0101191194889629 0.00114155735664707
"337" 0.984556919467497 0.0010419837320651 0.000806220085514944 0.00495611727178112 0.00103183303106632 0.0076069264120756
