"1" "2"
"100259" 0.0388412572178579 0.961158742782142
"100262" 0.0305834162063248 0.969416583793675
"100267" 0.018313602568653 0.981686397431347
"100274" 0.0221523835377089 0.977847616462291
"100275" 0.0669897317703615 0.933010268229638
"100277" 0.342818045226163 0.657181954773837
"100291" 0.053020414058326 0.946979585941674
"100292" 0.000701281249131256 0.999298718750869
"100293" 0.999698410853774 0.00030158914622614
"100294" 0.00229913814275006 0.99770086185725
"100298" 0.00104697756545169 0.998953022434548
"100303" 0.0120760158392299 0.98792398416077
"100317" 0.0124764356780069 0.987523564321993
"100320" 0.00106694566854287 0.998933054331457
"100322" 0.994461224765819 0.0055387752341809
"100341" 0.485946069552899 0.514053930447101
"100353" 0.00759855294852594 0.992401447051474
"100356" 0.142085350724483 0.857914649275518
"100361" 0.034449567733216 0.965550432266784
"100365" 0.0301911294720797 0.96980887052792
"100395" 0.0711856446168601 0.92881435538314
"100401" 0.0362004630330709 0.963799536966929
"100403" 0.00465926933046451 0.995340730669535
"100437" 0.000162880004026442 0.999837119995974
"100457" 0.0053339757142438 0.994666024285756
"100462" 0.942759512478621 0.0572404875213787
"100470" 0.282738397657992 0.717261602342008
"100476" 0.968698010015937 0.0313019899840627
"100489" 0.62142343475897 0.37857656524103
"100491" 0.00629735948681523 0.993702640513185
"100505" 0.0179054419946935 0.982094558005307
"100506" 0.162142487992041 0.837857512007959
"100510" 0.852740225390599 0.147259774609401
"100512" 0.510029842567571 0.489970157432429
"100513" 0.1371246704637 0.8628753295363
"100515" 0.879495739522358 0.120504260477642
"100516" 0.999152513918311 0.000847486081688776
"100523" 0.0181781923680484 0.981821807631952
"100537" 0.999509155537823 0.000490844462176728
"100545" 0.344812288669126 0.655187711330874
"100547" 0.999836333045823 0.000163666954176557
"100552" 0.984290727903539 0.0157092720964616
"100556" 0.38846348400724 0.61153651599276
"100562" 0.259008666567988 0.740991333432012
"100563" 0.975289475922797 0.024710524077203
"100567" 0.99925113512717 0.000748864872829943
"100601" 0.0335960515908889 0.966403948409111
"100618" 0.00566244394217256 0.994337556057827
"100636" 0.0168647722205951 0.983135227779405
"100704" 0.999851678595323 0.000148321404676979
"100716" 0.999114657242855 0.000885342757145229
"100722" 0.231209474029983 0.768790525970017
"100749" 0.939237370736396 0.0607626292636044
"100750" 0.999647797388451 0.000352202611549094
"100759" 0.0465122916597422 0.953487708340258
"100760" 0.000283626721334116 0.999716373278666
"100764" 0.00272118870686799 0.997278811293132
"100778" 0.250932018041132 0.749067981958868
"100782" 0.309916664173181 0.690083335826819
"100798" 0.0230198777491506 0.97698012225085
"100815" 0.0291986965335774 0.970801303466423
"100821" 0.0141637934586843 0.985836206541316
"100829" 0.998898253539366 0.00110174646063366
"100831" 0.983161249221284 0.0168387507787163
"100848" 0.997727894567485 0.0022721054325153
"100852" 0.952059326525832 0.0479406734741682
"100855" 0.0056936358466967 0.994306364153303
"100856" 0.000149902500146714 0.999850097499853
"100857" 9.16696451534288e-05 0.999908330354846
"100887" 0.00331068829202966 0.99668931170797
"100889" 0.99610596104508 0.00389403895492026
"100894" 0.905486095881487 0.0945139041185127
"102002" 0.999801621353266 0.000198378646734246
"102017" 0.989430062524819 0.0105699374751811
"102020" 0.453827972520398 0.546172027479602
"102025" 0.999228180417201 0.000771819582798578
"102026" 0.993210766967044 0.00678923303295639
"102027" 0.757066648841628 0.242933351158372
"102028" 0.999626980722685 0.00037301927731544
"102029" 0.0952268992867844 0.904773100713216
"102030" 0.952897291846269 0.0471027081537309
"102033" 0.0174918235253957 0.982508176474604
"102035" 0.000209157215058027 0.999790842784942
"102036" 0.988577137223994 0.0114228627760064
"102037" 0.00301843173028569 0.996981568269714
"102038" 0.00391586155561456 0.996084138444385
"102039" 0.990677506054573 0.00932249394542706
"102045" 0.993998309339943 0.00600169066005655
"102046" 0.464756947025254 0.535243052974746
"102047" 0.999630455801493 0.000369544198507261
"102051" 0.00263864177237202 0.997361358227628
"102055" 0.999871548652377 0.00012845134762257
"102075" 0.0192368030509889 0.980763196949011
"102083" 0.995451352630798 0.0045486473692025
"102092" 0.957817249739346 0.0421827502606536
"102098" 0.445270618324522 0.554729381675478
"102099" 0.995445896518185 0.00455410348181532
"102105" 0.993678623355743 0.00632137664425727
"102106" 0.999077858590604 0.000922141409395876
"102117" 0.999731038087509 0.000268961912490899
"102118" 0.997996950683106 0.00200304931689412
"102122" 0.632433988523998 0.367566011476002
"102124" 0.00126891457667033 0.99873108542333
"102132" 0.99935334293196 0.000646657068039651
"102133" 0.168884077123727 0.831115922876273
"102155" 0.999797573501559 0.00020242649844088
"102157" 0.999434326164393 0.000565673835606797
"102158" 0.896728841564624 0.103271158435376
"102169" 0.0196516628115398 0.98034833718846
"102173" 0.00155177062674233 0.998448229373258
"102174" 0.99992814132154 7.18586784602451e-05
"102177" 0.999231745324488 0.000768254675511868
"102180" 0.599292004054976 0.400707995945024
"102184" 0.999948982619202 5.10173807982564e-05
"102185" 0.00284774607491035 0.99715225392509
"102186" 0.997244756923145 0.00275524307685468
"102188" 0.0828277265911971 0.917172273408803
"102191" 0.961779291868166 0.0382207081318339
"102196" 0.215619270296652 0.784380729703347
"102200" 0.000454892310376519 0.999545107689624
"102206" 0.996760485538807 0.00323951446119269
"102207" 0.999714621358517 0.000285378641482541
"102209" 0.99991420128431 8.57987156899571e-05
"102221" 0.615826655913362 0.384173344086638
"102225" 0.00140927472106594 0.998590725278934
"102226" 0.000692243872289949 0.99930775612771
"102235" 0.00327105516717609 0.996728944832824
"102238" 0.000282122659524996 0.999717877340475
"102239" 0.0127744626395598 0.98722553736044
"102243" 0.00097982691721934 0.999020173082781
"102248" 0.0004957216206655 0.999504278379335
"102251" 0.00049310534603001 0.99950689465397
"102255" 0.0127553288691962 0.987244671130804
"102257" 0.991451940470134 0.00854805952986595
"102258" 0.998746277898846 0.0012537221011541
"102259" 0.107877202549195 0.892122797450805
"102260" 0.00302566301239751 0.996974336987603
"102261" 0.999636389334948 0.000363610665052177
"102263" 0.000224758198726847 0.999775241801273
"102265" 0.964138709209017 0.0358612907909832
"102267" 0.992831252121555 0.00716874787844521
"102269" 0.999738877286907 0.000261122713092744
"102270" 0.513783416565472 0.486216583434528
"102271" 0.0106940127860391 0.989305987213961
"102274" 0.0996048173689423 0.900395182631058
"102276" 0.0324054545236392 0.967594545476361
"102277" 0.682295293031577 0.317704706968423
