"1" "2" "3" "4"
"CHK_6467_E3B11_BRONCH2_PREWASH_V1V2" 0.00130537970550902 0.995879852893717 0.00113551139077915 0.00167925600999526
"CHK_6467_E3B11_OW_V1V2" 0.99985415341011 3.38071813962759e-05 6.37388755968104e-05 4.83005328965862e-05
"CHK_6467_E3B08_OW_V1V2" 0.941160321582872 3.52297758269878e-05 0.058761554041542 4.28945997589819e-05
"CHK_6467_E3B07_BAL_A_V1V2" 0.000162217629801574 5.13829939636891e-05 0.999729045851149 5.73535250855469e-05
"CHK_6467_E3B11_BAL_A_V1V2" 0.940529666835147 0.0128443516039777 0.0461357770083957 0.000490204552479525
"CHK_6467_E3B09_OP_V1V2" 0.999810509961559 4.51139883120642e-05 8.37762710590239e-05 6.0599779070066e-05
"CHK_6467_E3B08_BRONCH1_PREWASH_V1V2" 0.00053209705760208 0.998551879133937 0.000441146752897169 0.000474877055563431
"CHK_6467_E3B11_BRONCH1_POSTWASH_V1V2" 0.999801318349341 4.9580782863717e-05 7.18536171648311e-05 7.7247250630541e-05
"CHK_6467_E3B11_OP_V1V2" 0.999779148613935 4.02014929386738e-05 7.87588725236737e-05 0.000101891020602748
"CHK_6467_E3B10_BRONCH1_TIPSWAB_V1V2" 0.318254615417832 0.00456483248743542 0.0808645932086609 0.596315958886072
"CHK_6467_E3B07_BAL_B_V1V2" 0.000493749736229164 0.334391236152323 0.664718555479199 0.000396458632249388
"CHK_6467_E3B08_BAL_A_V1V2" 0.89216854895037 0.00135253089173049 0.106368635596358 0.000110284561541066
"CHK_6467_E3B11_PSB_V1V2" 0.998619673672163 0.000494501920276124 0.000220363488381647 0.000665460919179077
"CHK_6467_E3B10_OW_V1V2" 0.381262806758688 3.72465688391165e-05 0.0145674423007175 0.604132504371755
"CHK_6467_E3B09_BRONCH1_POSTWASH_V1V2" 0.999723347527486 6.93689033098463e-05 0.000113790895218989 9.3492673985246e-05
"CHK_6467_E3B10_PSB_V1V2" 0.302392737798633 6.09926864346627e-05 0.017832689373304 0.679713580141628
"CHK_6467_E3B08_BRONCH1_TIPSWAB_V1V2" 0.000407788285253717 7.70920680054139e-05 0.999431079781342 8.40398653984598e-05
"CHK_6467_E3B06_BRONCH1_PREWASH_V1V2" 0.00223418763588326 0.0209253933621573 0.0898140481764786 0.887026370825481
"CHK_6467_E3B10_BAL_1STRETURN_V1V2" 0.32757573045483 6.27489968249488e-05 0.000429972883374076 0.671931547664971
"CHK_6467_E3B08_BRONCH2_PREWASH_V1V2" 0.00052296528159843 0.998328771938874 0.000546333587427453 0.000601929192099726
"CHK_6467_E3B10_NP_V1V2" 0.000136313725726525 0.999557549735625 0.000199428305781177 0.000106708232867579
"CHK_6467_E3B11_BAL_B_V1V2" 0.438447537790274 0.00587457290732054 0.548609133555239 0.00706875574716629
"CHK_6467_E3B11_BRONCH1_TIPSWAB_V1V2" 0.999715251278973 6.76034747300868e-05 0.000120090800388081 9.70544459085759e-05
"CHK_6467_E3B08_BAL_1STRETURN_V1V2" 0.932760200783929 0.000125964260843617 0.0660916007056395 0.00102223424958807
"CHK_6467_E3B08_NP_V1V2" 4.33957099715261e-05 0.999845196244206 4.54962117447837e-05 6.59118340771978e-05
"CHK_6467_E3B10_BRONCH2_PREWASH_V1V2" 0.00114770000502392 0.996250471131074 0.00115043784338902 0.00145139102051263
"CHK_6467_E3B09_NP_V1V2" 0.0188463199590827 0.108031929198212 0.000200505791669401 0.872921245051036
"CHK_6467_E3B07_PSB_V1V2" 0.000132006065995433 0.000261253361506728 0.999524920720855 8.18198516427082e-05
"CHK_6467_E3B07_NP_V1V2" 0.00469308121907359 0.983860916808012 0.000556460154144272 0.01088954181877
"CHK_6467_E3B09_BRONCH1_TIPSWAB_V1V2" 0.999701541829789 6.37847286099001e-05 0.000146769628495497 8.79038131059851e-05
"CHK_6467_E3B06_BRONCH1_POSTWASH_V1V2" 0.130192865693716 6.90362007573883e-05 0.000119804941425253 0.869618293164102
"CHK_6467_E3B07_BAL_1STRETURN_V1V2" 9.06803504153729e-05 6.17131948188038e-05 0.999781552614875 6.60538398909178e-05
"CHK_6467_E3B10_BRONCH1_PREWASH_V1V2" 0.000347650933878123 0.998874065115741 0.000336641718614207 0.000441642231767085
"CHK_6467_E3B10_BRONCH1_POSTWASH_V1V2" 0.24319900143313 5.48544185712581e-05 0.00052917329409966 0.756216970854199
