"1" "2" "3" "4" "5" "6" "7" "8" "9" "10"
"100259" 0.00844673951547723 0.712851393086764 4.06991579303627e-05 0.0856433558752498 0.0908055722349354 2.65303927332229e-05 0.00226661607125109 0.0991393490265339 0.00074775989343364 3.19847456911338e-05
"100262" 0.000596132526439713 0.695645888269517 0.0133079532828454 0.16763489845723 0.0807211930947893 2.4865154603232e-05 0.0284982907486124 0.013481558990257 5.79118991835087e-05 3.13075765225129e-05
"100267" 0.00305543740303853 0.0107272022200748 0.0401595821935527 0.127312240126441 0.771006011240616 2.46518451777322e-05 3.01817481550795e-05 0.0393017412593994 0.00169156660351196 0.00669138536003271
"100274" 4.03179393213948e-05 0.590499168241455 0.00022238342555015 0.181416541825764 0.133867286822569 3.57170391422946e-05 4.7368904498031e-05 0.0783671814295625 0.0154662518219025 3.77825502353609e-05
"100275" 0.0206710794327907 4.4850651461369e-05 3.23574213321515e-05 0.86815833230418 0.0289892529493979 7.52694700810995e-05 0.0276032599888115 3.00701419197917e-05 3.20849958021096e-05 0.0543634426442233
"100277" 0.308390060778579 0.311403811300206 0.020993891659523 0.319801188055265 0.0249453043564799 2.95105636702134e-05 2.96816359166077e-05 0.0116652915028924 0.00243638788512445 0.00030487226234354
"100291" 0.000135689476574003 0.0213961118334192 0.0135603018756357 0.78334508656757 0.0387976881614486 2.9848927303615e-05 0.000201381756835421 0.114424347058138 0.0280787543988849 3.07899441916335e-05
"100292" 3.68565602901568e-05 0.427177517912137 0.0100311460222757 0.0180811603680829 0.539299363678548 3.67643621651196e-05 0.000397771661877917 0.00364023568577092 0.00126170386876564 3.74798800865272e-05
"100293" 0.340993023560745 3.26718128105131e-05 3.25054691933945e-05 0.000407166298669427 3.22299000481074e-05 5.13343212148532e-05 3.40830790037153e-05 0.641281951499226 0.015971005262363 0.00116402879672608
"100294" 0.00369535861658262 0.43124970323545 0.382866597139027 0.024436149247833 0.151963846089491 2.52651465085123e-05 4.42303559110837e-05 0.00565046264334917 4.39595429320243e-05 2.44279829162756e-05
"100298" 0.000720255918303084 0.691597880294838 0.000213369008726113 0.0807447285468015 0.192798314212432 2.36581205832644e-05 2.46340726456266e-05 0.0303854896704178 0.00274526092303078 0.000746409232221055
"100303" 0.0030505384073496 0.18751461794836 0.231723844642328 0.344548437190029 0.215418955710659 4.61929287129615e-05 0.00361117865836187 0.0127576223792696 0.00126078998873558 6.7822146194353e-05
"100317" 0.0119219605770436 0.20768891075808 5.2422190506297e-05 0.776872361773048 9.05120048271288e-05 4.28757950999572e-05 4.11694226636094e-05 4.77274585956332e-05 0.00300201451550484 0.000240045504631022
"100320" 0.00150773034293747 0.410807377619025 0.47769081268795 5.43085399441604e-05 0.109710169277317 7.99853675804633e-05 2.84403131792217e-05 5.14161679247222e-05 3.11543706137191e-05 3.8605313528767e-05
"100322" 0.895762245282193 0.0008686075218793 0.00275845766905507 0.000879970340208357 0.00162235380929678 0.0050894460502528 0.0928355901385197 6.11343163499964e-05 6.35317900598022e-05 5.86630821854823e-05
"100341" 0.303612592971453 4.1077851891733e-05 0.0207227408159699 0.000194803509664673 0.509470107021434 0.020736657525691 0.124778817415754 8.99015901610046e-05 0.0203047362289322 4.85650690484207e-05
"100353" 0.0068040084400596 0.45833781041376 0.174869927906727 0.0304042186386294 0.314532787656172 0.000375327620335856 0.000595038503676797 0.00596950597591864 0.000855247321956802 0.00725612752276342
"100356" 0.0194332956168825 0.00108418760225051 0.000436694643302566 0.157683605564769 0.000707867097512582 0.00452550462204681 0.00011994244926336 0.202808557907764 0.00111869909690268 0.612081645399306
"100361" 0.0163080621035794 0.000583385003773667 0.000363828454315469 0.973715807061498 5.64395723664568e-05 0.000531776276078692 0.00760592755780306 0.000320934490708609 4.94767241684109e-05 0.000464362755708599
"100365" 0.00524210626359546 2.99224614103503e-05 0.249720292442352 0.584062501251577 0.051693441225286 0.0280651199088899 2.27277839920591e-05 2.66910323951781e-05 0.000251624842200891 0.0808855727883016
"100395" 0.0614156131107385 0.531312605141486 0.000113538661488672 0.140645353653479 0.218272883557585 3.27924397895225e-05 3.48653148470132e-05 0.0218235208714296 4.55071547790915e-05 0.026303320094377
"100401" 0.00465104406325363 5.96215664526607e-05 0.0700347178137378 0.0762138460105651 0.550248386549356 0.00013680656805652 3.33056958886606e-05 0.0122549687931226 0.0291046628565132 0.257262640083054
"100403" 0.00116572148889236 0.21316319267686 0.0342985978312825 2.29296175426021e-05 0.741933736190675 2.3367007497447e-05 0.000618224639018108 1.8474594851127e-05 0.00110058698784833 0.00765516896553303
"100437" 0.000471046034761461 0.677089204225395 0.304555715172386 0.000573654264078222 0.0167734599069903 2.75313257323314e-05 3.42542121814067e-05 0.000111936110318786 0.000309003460697545 5.41952874586191e-05
