"1" "2" "3" "4" "5" "6" "7" "8"
"1076963" 2.89572100855917e-10 0.00140516340614838 0.000160020631446948 1.73902964128489e-09 1.50057101218499e-09 0.00012668425911676 1.0599681493457e-09 1.25153399182817e-09
"919484" 1.95406509969673e-10 4.31852097673483e-10 0.000317543183864307 5.83230223182829e-10 6.08719268787049e-10 9.65418680608205e-10 6.92790327236234e-10 1.20889909692097e-09
"364179" 4.00680068961852e-10 4.95458897472002e-10 1.33127808451043e-09 1.08356681209149e-09 6.00144973796774e-10 9.29803139310864e-05 0.00016801974206424 0.000204241909131084
"1053321" 1.61278494902463e-09 9.91023261095584e-10 0.000191682693131098 0.000832639705610899 0.000184950815849707 1.02254728806443e-09 1.85619376688819e-09 1.51104662920255e-09
"711590" 2.06843583450783e-10 4.14043233386113e-10 6.10141004505295e-10 5.94211534248012e-10 5.74296954073808e-10 6.90480684080244e-10 8.04293497415963e-05 1.74352035581182e-09
"4370328" 2.17836083262868e-10 6.90658115501311e-10 7.26409161090453e-10 1.49337065797129e-09 6.0635878541679e-10 6.90260644631074e-10 8.04275217714776e-05 1.4174214308099e-09
"4480529" 2.68036172858367e-10 3.84185949514623e-10 4.83613418954899e-10 4.87672842857592e-10 5.87551422555638e-10 7.78020829434447e-09 8.00223773343544e-05 0.000471580746459317
"188966" 1.72809840068517e-10 3.88325147443712e-10 4.38009649242205e-10 6.8943146596285e-10 5.78529446557656e-10 6.89935712076151e-10 8.042998349977e-05 1.18736561101427e-09
"347575" 4.48527281385477e-10 0.00017145195678776 0.00237153884445127 2.84210488828756e-09 8.05396282134925e-10 0.000516931692876639 9.44845749088243e-05 0.00227792555727587
"981912" 1.72761760963419e-10 3.81295379557749e-10 4.20850087185092e-10 4.82958526194492e-10 5.73773253859157e-10 6.89574314099223e-10 6.75107810029587e-10 1.18572759636472e-09
"3439402" 1.84330354424092e-10 4.9887017656897e-10 4.7010474690134e-10 5.38543178242989e-10 6.88854829303045e-10 6.90435931319674e-10 0.000589817365248725 1.45490415280302e-09
"4442504" 4.30151773817159e-10 5.01491599952717e-10 0.000900377375306095 0.00010355119778091 4.4332990576112e-05 4.5954902152302e-09 0.000476720348337999 5.59708864190924e-09
"258946" 1.72761760963419e-10 3.81295379557749e-10 4.20850087185092e-10 4.82958526194492e-10 5.73773253859157e-10 6.89574314099223e-10 6.75107810029587e-10 1.18572759636472e-09
"4422405" 9.60889068292174e-10 1.20022046914468e-09 0.000362175072324543 0.000213082868807503 9.16006416943466e-10 3.33892832203418e-05 9.40689655103962e-10 1.35817936127026e-09
"324882" 1.72761760963419e-10 3.81295379557749e-10 4.20850087185092e-10 4.82958526194492e-10 5.73773253859157e-10 6.89574314099223e-10 6.75107810029587e-10 1.18572759636472e-09
"272758" 2.12490066366393e-10 4.22023347609391e-10 7.21450712896441e-10 5.31111262358018e-10 5.75643402067375e-10 6.99553569338498e-10 0.000134633587388299 0.000140237801532819
"324888" 1.72761760963419e-10 3.81295379557749e-10 4.20850087185092e-10 4.82958526194492e-10 5.73773253859157e-10 6.89574314099223e-10 6.75107810029587e-10 1.18572759636472e-09
"186610" 1.72761760963419e-10 3.81295379557749e-10 4.20850087185092e-10 4.82958526194492e-10 5.73773253859157e-10 6.89574314099223e-10 6.75107810029587e-10 1.18572759636472e-09
"158804" 2.34236562780954e-10 4.83768945753629e-10 0.000430405398162785 2.15790879151399e-09 7.2402398703518e-10 0.000691368513394031 1.23582092232823e-09 3.71766659703409e-09
"495095" 2.14211251035151e-10 4.16577859588483e-10 5.14551055062522e-10 5.40251577727718e-10 0.0023241396450546 7.47202331684604e-10 8.20044421360266e-10 1.35860877053437e-09
"548686" 1.72761760963419e-10 3.81295379557749e-10 4.20850087185092e-10 4.82958526194492e-10 5.73773253859157e-10 6.89574314099223e-10 6.75107810029587e-10 1.18572759636472e-09
"4413214" 3.6154131746792e-10 6.55007738411289e-10 0.000447452351770157 4.8162672853611e-09 1.34379928155236e-09 6.98241698735521e-10 0.000890804129640127 1.19237602753793e-09
"1090059" 3.14757892632115e-10 1.67953746851994e-09 2.74984199686766e-09 0.000762008204598138 2.8913307378252e-05 7.48014246777627e-10 8.70339679092371e-10 1.34063095868232e-09
"179853" 1.72877174579701e-10 3.91578101477544e-10 4.22778349160189e-10 4.83265402492488e-10 2.52407760294608e-09 6.8994215776216e-10 0.000107166671747731 1.18683364221415e-09
"4318102" 2.01132200243741e-10 0.000181703225774485 4.59021719191455e-10 6.10373250309379e-10 1.20436219028849e-09 1.62153307378794e-09 7.59519957893844e-10 1.18895136308508e-09
"183089" 2.34239991704681e-10 5.16270470389679e-10 0.000148545546721843 6.9094036238697e-09 8.0587597501223e-05 0.000646427623273271 2.59800889648346e-05 5.58636845220126e-09
"318949" 2.82208895915669e-10 1.12970624011516e-09 7.44156975779231e-05 8.85289112934979e-05 1.18676681672675e-09 0.000214818055756312 0.00042964240091803 4.99823134735596e-05
"271811" 1.814704015081e-10 3.96863736243717e-10 3.34248804779637e-05 1.08279525251307e-09 5.93811599202692e-10 7.01210570851867e-10 1.4177938201777e-09 1.44443996734605e-09
"4345640" 1.91574662932965e-10 6.58561505808931e-10 6.94238119958935e-10 0.000306864392946307 1.59814594749913e-09 8.33818786777342e-10 3.99068660978646e-09 1.23779558096867e-09
"182911" 2.55685400229157e-10 5.89050855320293e-10 4.72195507179472e-09 1.44817368888848e-09 0.000310112095402463 1.04442554601426e-09 0.000767374196942883 0.000789516302197579
"517754" 1.99470416027243e-10 4.32199764297448e-10 2.75135181877419e-09 9.58929131084618e-05 1.07062602028566e-09 7.15236001381269e-10 1.21312451753285e-09 1.62805562551981e-09
"3462224" 1.72761760963419e-10 3.81295379557749e-10 4.20850087185092e-10 4.82958526194492e-10 5.73773253859157e-10 6.89574314099223e-10 6.75107810029587e-10 1.18572759636472e-09
"1044611" 1.75882994639071e-10 3.81529547187398e-10 4.21301099270545e-10 3.83589054070169e-05 5.74229816257544e-10 7.45564336538069e-10 7.11576335581368e-10 1.18648709766093e-09
"174683" 1.88335173737549e-10 6.64144729288529e-10 6.81903775475432e-10 5.37916373590509e-05 6.02915392875434e-10 8.58519530548152e-10 0.000185086011220582 0.00029626131074127
"31235" 3.60942980620188e-10 8.7516721525335e-10 5.28185684509432e-09 0.00125437783956989 0.000173098106359581 8.59852123008426e-10 1.02725691308929e-09 2.23919292358355e-09
"296082" 2.35077339276608e-10 6.05647411750449e-05 1.85748729626438e-09 8.52202617961985e-10 3.44090425191218e-09 6.97319664715486e-10 6.81042157016003e-10 1.20114852825901e-09
"4372091" 2.08751265015157e-10 4.12777824662075e-10 5.99561847069851e-10 4.40870329636474e-05 5.74650184613352e-10 7.35848995227535e-10 7.24224829529078e-05 1.71098746777757e-09
"91688" 3.00800967300893e-10 0.000111923991031456 0.000849652656872601 7.3112969617949e-09 7.39795387150335e-10 0.000349687945774259 8.80836792395672e-10 1.33826076534856e-09
"950909" 0.000107125643371883 1.46065982660446e-09 0.00133228198635027 1.16545795174037e-09 8.26801684450246e-09 0.000137284113186258 0.000259829446404006 0.00018666814706637
"930301" 4.14391282921554e-10 3.34055185534939e-05 8.33478321025219e-05 0.000130546076276403 6.69214393701533e-10 4.22466581539522e-09 2.07508255215482e-09 1.56400428820731e-09
"12836" 4.40083047085164e-10 0.00020976548206975 0.00020428995285915 7.35666658950713e-05 1.10015084257661e-09 2.3911918288971e-06 1.61176098012153e-09 8.64927303665777e-09
"109193" 0.00447841869118373 7.26751509754996e-05 5.79445426158747e-09 3.07957468480578e-09 0.00151381045008801 1.64747913427585e-09 3.14219606342883e-09 1.70364255517271e-08
"173306" 1.72761760963419e-10 3.81295379557749e-10 4.20850087185092e-10 4.82958526194492e-10 5.73773253859157e-10 6.89574314099223e-10 6.75107810029587e-10 1.18572759636472e-09
"4405869" 1.72761760963419e-10 3.81295379557749e-10 4.20850087185092e-10 4.82958526194492e-10 5.73773253859157e-10 6.89574314099223e-10 6.75107810029587e-10 1.18572759636472e-09
"92262" 1.93501534499675e-10 3.89764032913209e-10 1.18763530994022e-08 0.000594542434850099 6.25225635940614e-10 7.42566092479565e-10 8.20836134837799e-10 4.54287734106527e-09
"92263" 1.72761760963419e-10 3.81295379557749e-10 4.20850087185092e-10 4.82958526194492e-10 5.73773253859157e-10 6.89574314099223e-10 6.75107810029587e-10 1.18572759636472e-09
"334340" 1.96993461445147e-10 3.85248816818602e-10 4.21902283033408e-10 6.11335919154662e-10 5.82585562219222e-10 6.89967318433383e-10 9.13437498362941e-10 0.000470876394564738
"667010" 1.72761760963419e-10 3.81295379557749e-10 4.20850087185092e-10 4.82958526194492e-10 5.73773253859157e-10 6.89574314099223e-10 6.75107810029587e-10 1.18572759636472e-09
"825808" 3.584811073763e-08 0.00011487395429704 9.1382206339475e-05 1.20722380389652e-09 2.42287160283136e-09 5.52817707644611e-09 0.000312877029448654 0.000342334013770957
"336614" 1.95343189010991e-10 5.12599918116622e-10 4.2124606910063e-10 6.39392089253154e-10 5.74232975350048e-10 6.90263423763351e-10 0.0001608588718644 2.15190893232785e-09
"4307782" 1.72761760963419e-10 3.81295379557749e-10 4.20850087185092e-10 4.82958526194492e-10 5.73773253859157e-10 6.89574314099223e-10 6.75107810029587e-10 1.18572759636472e-09
"4353757" 9.31287206261159e-05 1.09899332869968e-09 1.47995669615487e-07 0.000832234052123242 5.58593350238963e-07 7.5985300494576e-10 1.57447615157643e-09 2.34251957260498e-09
"311174" 1.72761760963419e-10 3.81295379557749e-10 4.20850087185092e-10 4.82958526194492e-10 5.73773253859157e-10 6.89574314099223e-10 6.75107810029587e-10 1.18572759636472e-09
"609982" 1.73663085444434e-10 3.86859513513584e-10 5.6408855401357e-10 5.03877213064934e-10 0.000113928556841639 6.90098344364605e-10 9.11995159841267e-10 1.18768342710214e-09
"995893" 1.72761760963419e-10 3.81295379557749e-10 4.20850087185092e-10 4.82958526194492e-10 5.73773253859157e-10 6.89574314099223e-10 6.75107810029587e-10 1.18572759636472e-09
"4483174" 5.88494001166603e-10 6.38516320430619e-10 1.46814446072309e-09 0.00359691154750617 1.24649639680659e-09 1.47337027820786e-09 0.000208909378376231 0.000643489414931461
"4327501" 5.80235495540347e-05 1.78290461350471e-09 0.000815229225155806 2.93378649874827e-09 8.84845015634811e-10 1.59359026964447e-05 0.00062150572675039 5.19507351541025e-09
"4365611" 2.30892954427144e-10 4.35198589068791e-10 1.49364205922836e-09 0.000134253320261754 6.33914310747789e-10 7.09011364851318e-10 1.04225808518456e-09 1.47263497149414e-09
"4365614" 1.7713769282319e-10 6.33727189225104e-10 4.90757029214665e-10 8.53095006893164e-10 5.95751909202143e-10 0.000109537044479103 6.76213840433393e-10 1.18775081835063e-09
"4379957" 1.74060000317249e-10 3.81909802543441e-10 1.10239957870682e-09 5.75367153575335e-05 5.74327670623743e-10 6.90724343418419e-10 1.68867260352959e-09 1.1898589393342e-09
"16063" 1.77104493952249e-10 5.20573129182734e-10 5.16410785796232e-05 5.86804330229535e-10 6.05197500812568e-10 6.97256678400766e-10 0.000158452618731159 1.18858339867529e-09
"4440670" 1.72761760963419e-10 3.81295379557749e-10 4.20850087185092e-10 4.82958526194492e-10 5.73773253859157e-10 6.89574314099223e-10 6.75107810029587e-10 1.18572759636472e-09
"923151" 1.72761760963419e-10 3.81295379557749e-10 4.20850087185092e-10 4.82958526194492e-10 5.73773253859157e-10 6.89574314099223e-10 6.75107810029587e-10 1.18572759636472e-09
"4440672" 1.75883007974911e-10 3.81529548170723e-10 4.213011011653e-10 5.75381543989154e-05 5.74229818175107e-10 7.4556459059936e-10 7.11576496902397e-10 1.18648710085032e-09
"172163" 1.76510505687816e-10 4.79897345632353e-10 4.21148958211261e-10 5.89086875819474e-10 1.11142251782694e-09 6.90187667870499e-10 6.90175913351864e-10 0.000141262296296431
"3166216" 2.2907918971369e-10 4.78903614275534e-10 5.01811841383309e-05 0.000242953783598609 6.122973367063e-10 7.72981270311694e-10 8.92757584823609e-05 1.42731942172558e-09
"315462" 2.78792871809479e-09 5.66858977282735e-10 3.72058801684475e-09 9.3082022503244e-05 6.67364357427761e-10 7.56444340175864e-10 0.00076766524378085 0.000353747714077515
"3241355" 1.72761760963419e-10 3.81295379557749e-10 4.20850087185092e-10 4.82958526194492e-10 5.73773253859157e-10 6.89574314099223e-10 6.75107810029587e-10 1.18572759636472e-09
"304480" 1.72761760963419e-10 3.81295379557749e-10 4.20850087185092e-10 4.82958526194492e-10 5.73773253859157e-10 6.89574314099223e-10 6.75107810029587e-10 1.18572759636472e-09
"181155" 1.72822951763236e-10 4.02135049835189e-10 1.34338489653877e-09 1.69500604471649e-09 5.74598050764854e-10 7.25666910235158e-10 2.84689390960787e-09 9.41668959861584e-05
"744371" 0.000210852772202151 0.000861620108058165 0.00118831028024201 2.33079474640855e-09 1.49820256187863e-09 0.00405099259075452 6.25032001738899e-05 2.01848361359229e-09
"4302571" 4.09392008681852e-10 9.03129278474718e-10 4.22984256133738e-10 0.000345221497182205 1.15600075167881e-09 8.09794293529708e-10 9.1864843117974e-10 9.51898496632751e-09
"235591" 8.02904160668362e-10 0.000552082903502301 0.000235336112606364 0.000272622700324775 8.72962374820081e-10 2.72221908427795e-05 0.000784186994817604 1.3295062667635e-09
"2680713" 2.21130018855145e-10 3.66718257531916e-05 0.000566520437783437 9.68289560508569e-10 8.31721836067582e-10 0.000141666826598946 0.000163775513455534 0.000254215577788808
"520413" 7.49179180808485e-05 4.30346110836158e-09 5.58762572198347e-05 9.62244888700466e-10 2.50805941689245e-08 0.000358082618192395 0.00069742895629242 0.000548361710024706
"4427066" 1.72761760963419e-10 3.81295379557749e-10 4.20850087185092e-10 4.82958526194492e-10 5.73773253859157e-10 6.89574314099223e-10 6.75107810029587e-10 1.18572759636472e-09
"4419788" 3.37313537841298e-10 7.97368982253585e-10 4.85361269135211e-05 7.0911961435042e-10 6.53334438099054e-10 0.000112162407331245 6.77566384468012e-10 1.1919144700459e-09
"205250" 1.72761760963419e-10 3.81295379557749e-10 4.20850087185092e-10 4.82958526194492e-10 5.73773253859157e-10 6.89574314099223e-10 6.75107810029587e-10 1.18572759636472e-09
"810959" 2.80060096522254e-10 5.21341491393258e-10 0.0005342943408489 5.47371416715241e-10 9.9968988607927e-10 1.60764578485003e-09 1.03341295663759e-09 9.56247831133205e-05
"210095" 1.72761760963419e-10 3.81295379557749e-10 4.20850087185092e-10 4.82958526194492e-10 5.73773253859157e-10 6.89574314099223e-10 6.75107810029587e-10 1.18572759636472e-09
"4462432" 6.44086108617932e-10 0.00976741312956599 0.0012478464153682 1.57889447304185e-09 2.05719154519641e-09 4.88132370382444e-09 3.34067893593299e-09 6.03305744115518e-05
"252843" 5.03300136656743e-10 1.09669631039965e-08 0.000113964042594299 0.000500696916822608 0.000194210036333434 9.72371596600764e-05 1.4114335927825e-09 1.93653953220961e-09
"4467447" 3.1836296999024e-10 5.92341200772596e-10 6.62266564398843e-10 7.30788505004598e-10 1.30706915703768e-09 8.19052278901916e-10 0.00173943636670566 0.000241066489971787
"251387" 1.7563668865623e-10 3.81372996788166e-10 4.20980529207263e-10 4.8305113721032e-10 5.73935525003375e-10 0.000109538177253736 6.75351167989289e-10 1.18669306590962e-09
"2061739" 1.72761760963419e-10 3.81295379557749e-10 4.20850087185092e-10 4.82958526194492e-10 5.73773253859157e-10 6.89574314099223e-10 6.75107810029587e-10 1.18572759636472e-09
"471159" 3.95286666998932e-10 9.41641997397536e-10 0.00015942637595046 1.1827510977352e-09 0.0128160463836915 9.4684471341802e-10 5.76861734527754e-09 5.5493158356312e-09
"4449055" 2.91648817798845e-10 7.32883472296695e-10 6.99405165631052e-10 6.37217401831103e-10 3.41545545589399e-08 0.00124640934058017 0.000763630247618084 1.1941412880844e-09
"4449054" 6.41279383447999e-10 6.72396143203303e-10 2.16009146479685e-08 1.55573695480357e-09 9.38921888426595e-10 0.000225686937951506 0.00345345283647671 0.00117457762223711
"4395346" 2.33605097148525e-10 4.17075605259181e-10 1.20059915559069e-05 0.000235553082486679 6.38024816536054e-10 6.95323336699068e-10 7.10422082445328e-10 1.18911709957825e-09
"139056" 1.72761760963419e-10 3.81295379557749e-10 4.20850087185092e-10 4.82958526194492e-10 5.73773253859157e-10 6.89574314099223e-10 6.75107810029587e-10 1.18572759636472e-09
"1076557" 1.72761760963419e-10 3.81295379557749e-10 4.20850087185092e-10 4.82958526194492e-10 5.73773253859157e-10 6.89574314099223e-10 6.75107810029587e-10 1.18572759636472e-09
"4459021" 1.72856348001449e-10 3.8160693324621e-10 4.20941895803595e-10 9.58967259894452e-05 5.73989050873125e-10 6.90038921117285e-10 6.75468140408416e-10 1.18671222498674e-09
"4338624" 1.72761760963419e-10 3.81295379557749e-10 4.20850087185092e-10 4.82958526194492e-10 5.73773253859157e-10 6.89574314099223e-10 6.75107810029587e-10 1.18572759636472e-09
"95168" 1.72761760963419e-10 3.81295379557749e-10 4.20850087185092e-10 4.82958526194492e-10 5.73773253859157e-10 6.89574314099223e-10 6.75107810029587e-10 1.18572759636472e-09
"4456091" 2.31807591962283e-10 5.36130826902151e-10 1.64445361563099e-09 0.000383581730173525 6.5473514261573e-10 1.37056679044866e-09 2.62842304902359e-09 1.24663556840098e-09
"363264" 3.0408260413399e-10 8.99144082334416e-10 0.000108411956437518 3.85844117842745e-09 1.07162529185295e-09 0.00187476713847345 0.000403538044226784 2.29354197985448e-09
"331476" 1.89936760890532e-10 5.29323886707815e-10 9.72181582003595e-10 6.66217516720164e-10 7.22577402230672e-10 0.00115484119240077 7.58304591255323e-05 1.18857060071404e-09
"347382" 1.72822951763236e-10 4.02135049835189e-10 1.34338489653877e-09 1.69500604471649e-09 5.74598050764854e-10 7.25666910235158e-10 2.84689390960787e-09 9.41668959861584e-05
"893335" 1.72761760963419e-10 3.81295379557749e-10 4.20850087185092e-10 4.82958526194492e-10 5.73773253859157e-10 6.89574314099223e-10 6.75107810029587e-10 1.18572759636472e-09
"137183" 6.27048932538364e-05 0.000480260417230518 0.000894374856534195 5.99942240756656e-09 0.000331592680645629 1.68434344592082e-09 5.68257687853343e-09 0.000568619057186659
"4441343" 2.5909688217841e-10 0.00175878288448971 2.86996915843043e-09 1.12339356333295e-09 4.69093807831889e-05 1.60677310171921e-09 0.000101570013513188 1.24328816470161e-09
"4416988" 6.24780476223592e-05 0.00015132372458265 0.000140730907790935 0.000105088034966941 7.08261822053586e-10 7.67041664002413e-10 9.21252492632995e-10 1.20368697267392e-09
"353195" 3.60326839495673e-10 4.39950888912372e-10 2.58842326524376e-09 0.000268506055111977 7.68659155285802e-10 7.90069167908213e-10 1.49325614695414e-09 1.2051988143145e-09
"808758" 4.68043307100548e-09 5.54251398932141e-09 0.00237530930757223 2.08402118535239e-09 0.000314021129086903 0.00338762850801742 0.000553148979392282 8.25665478555988e-05
"243956" 1.72761760963419e-10 3.81295379557749e-10 4.20850087185092e-10 4.82958526194492e-10 5.73773253859157e-10 6.89574314099223e-10 6.75107810029587e-10 1.18572759636472e-09
"3123133" 4.20295303906697e-10 6.96277119730857e-10 5.35613611359851e-10 6.68006834363792e-10 6.29932072709313e-10 6.99431248332524e-10 1.93062294583596e-09 0.000894660063342697
"502919" 2.8478911157161e-10 9.4131059850623e-05 1.47304296928789e-09 0.000151696939515678 8.19775063256172e-10 7.62597687749509e-10 0.00031833942967113 3.07733784093273e-09
