"1" "2" "3" "4" "5" "6" "7" "8"
"100361" 2.01866153443708e-10 0.00391924048834063 6.36819421313725e-10 8.22215576962987e-05 0.000121101891479999 0.000863830863007044 3.87204174483082e-06 1.77739698982745e-09
"100887" 0.000241164372937318 0.00751503696637156 0.000214991135190466 2.60289510103259e-06 3.07861614060362e-05 0.0004624517366841 9.05311710052947e-10 7.40089528303167e-10
"102029" 0.000302647392204085 0.00869700020149487 0.000854315947347201 5.31826525318549e-09 8.27718789974132e-08 0.000436860503488106 6.18470860644426e-05 0.000764504913721841
"102173" 0.00332685893978478 0.00261111675474953 3.96512308324369e-05 2.75606168194271e-10 1.01754788334205e-09 9.03565877498014e-10 1.71440548354677e-09 6.97810568817698e-10
"102282" 1.72620123169623e-10 4.44530097735182e-10 0.00532331092165035 0.000109636932075079 8.88207109013016e-10 6.19076536221921e-10 7.37864345041196e-10 0.000181677823126495
"102350" 0.00108480640251893 5.91554447010941e-05 9.29021958035573e-05 2.70896644030956e-10 6.06019077114322e-10 1.31542274997482e-09 1.41406782232521e-09 6.86301412578361e-10
"102370" 0.000347828740689808 0.00227261432931101 0.00212514397198817 7.10380865762422e-10 6.43519383703835e-10 0.000853024844482987 2.50917619225732e-09 6.97172574276473e-10
"102371" 0.00300503255175461 0.00296874528225183 5.48707834497545e-10 1.64424988203194e-06 6.3860311194933e-10 7.86984384219691e-10 8.42801804418077e-10 8.66554454344563e-06
"102397" 2.45480824454316e-05 1.51138511923188e-09 8.81274507328337e-05 0.000467497056691273 0.00831359398113479 8.02020733513672e-06 9.14366004873096e-10 0.00973671068583236
"102445" 0.000396911140319249 0.00869521755476605 5.14718840503243e-10 2.80929125795613e-10 6.04226182132457e-10 1.58799750551578e-09 8.95879141285174e-10 1.02246714055924e-09
"102466" 0.00206194080979051 3.25481688539225e-07 0.00318883587422076 0.00023119762443671 0.000349831952647434 7.97158367136894e-10 1.65699340625344e-09 0.000795374559940419
"102503" 0.00292755315859718 0.00415012231325233 1.60693653541055e-09 6.83120822521945e-07 6.18205774573637e-10 6.93870788167743e-10 4.91548586751182e-06 0.000559107998200944
"200069" 2.85468614009571e-10 0.0166138953022384 1.88660389367934e-09 0.00127232335284598 7.48914589942765e-10 3.07377733392595e-09 8.68735273918994e-10 0.000447851485892249
"200108" 0.000597615809666137 0.00141457349056237 9.45241849398212e-10 9.56851335968884e-10 0.000270664750580088 0.0175039522810859 0.0106189568497128 0.00527285459363488
"200174" 0.000636708998274507 0.00935906685345361 5.95341349368125e-10 7.51223296737273e-05 3.90910637378628e-05 0.000496700951176308 5.47514061708911e-06 6.44147355676799e-06
"200195" 4.56976903636013e-05 0.00569159504862606 5.48243105741107e-10 0.000140728458056667 6.24121886669725e-10 6.13962032163822e-10 1.80028036895836e-05 7.20049547111423e-10
"200246" 1.86268054417694e-10 6.91929017730281e-10 1.57452264036438e-05 1.15265776874537e-05 0.0128622217145392 6.39648144151478e-05 0.000299997314022471 0.000206724624363807
"200291" 1.73006102841117e-10 4.22484489109224e-10 0.0007206899465479 0.00235920759441629 0.000792169373631754 4.85529978470874e-05 4.61503977924871e-05 0.000156732836849085
"200293" 0.000108372802682493 4.47340632075137e-10 0.000768788545302932 0.000241424289026944 0.00515966926409319 3.28986765453303e-06 0.000473056888158094 0.00363784294459013
