"1" "2" "3" "4" "5" "6" "7" "8"
"54" 0.00121050630047821 0.00120056472213628 0.00146997850679368 0.001452078561541 0.990776882006202 0.00124182649428713 0.00137694025531925 0.00127122315324285
"94" 0.00427156669719682 0.00421218011233331 0.00430755440378334 0.00539247164857353 0.968765323256034 0.00424108980642949 0.00420957917281946 0.00460023490282959
"202" 0.00425554773686852 0.0452094785121194 0.00298694385705946 0.00332139814214178 0.0028101878517005 0.883982746735476 0.0337765957529721 0.0236571014116619
"217" 0.934752522904783 0.0181393382465161 0.000945877260512698 0.000690690740846776 0.000782381749213336 0.00229218155094576 0.0416849543056064 0.00071205324157629
"237" 0.0172139098552048 0.0740297441114345 0.00613466541254103 0.000925088622340485 0.00115281634600304 0.898585900836074 0.000671807621843569 0.00128606719455809
"248" 0.0042330116241811 0.00382174578876467 0.00281428057100903 0.00341612629295593 0.00311526047554798 0.00348499368265708 0.975673847796992 0.00344073376789234
"251" 0.395755692504873 0.583628949428976 0.0020031415211333 0.00256226827030891 0.00937425127242712 0.00196139168821136 0.00279475356358146 0.0019195517504897
"253" 0.089635398290114 0.334277947120517 0.00731013352142822 0.0200486801158546 0.00449551953758208 0.00590873428388143 0.53391039346622 0.00441319366440338
"257" 0.0122822594973689 0.0294067562307393 0.00212106618163958 0.00106332640273916 0.0173155201562498 0.934935740035422 0.00145513963324941 0.00142019186259187
"261" 0.961745496795589 0.0215837319501267 0.00121381065808378 0.00116924495433199 0.001096625765289 0.0107538602804865 0.00110013545453176 0.00133709414156093
"263" 0.00781892877532217 0.00777064520906423 0.0684239609815196 0.00912655406637173 0.00809605045134275 0.0074071562310768 0.00758500718769945 0.883771697097603
"268" 0.00519110679516224 0.00254032357554594 0.000790723522841072 0.000887990861491507 0.000783374268411682 0.987098679717036 0.00171775530437318 0.0009900459551379
"269" 0.0062022783976625 0.00516230410016309 0.0147960877166587 0.00359860593501283 0.00212112593301275 0.9378206264122 0.00519581521820467 0.0251031562870851
"277" 0.987136200358268 0.00249957751389047 0.00180242769170508 0.00166960582857826 0.00173296165541032 0.0017361127054271 0.00180312330812345 0.00161999093859696
"291" 0.00730071012779087 0.136673840078072 0.00748127675451109 0.00835709172715924 0.235433178052111 0.011341927693392 0.582499272955328 0.0109127026116355
"307" 0.969400116136724 0.0280529785390997 0.00071429899726731 0.000165092780008396 0.00111447777614352 0.000175551086606736 0.000210282019035256 0.000167202665115293
"316" 0.995659745209828 0.000128984778054144 8.20883490181186e-05 0.000112010285027043 0.00242076814939777 0.000112852895098331 0.00140648717724136 7.70631563356474e-05
"319" 0.994248320921563 0.00379660725717754 3.61787517030245e-05 2.57394786997573e-05 0.000261114431285138 0.000106712470485835 0.00150080896384997 2.45177252359666e-05
"321" 0.00156044754503237 0.00152080316052 0.955540603426023 0.00576655840057005 0.0048617974516498 0.00186051452952708 0.00798302362580422 0.020906251860874
"327" 0.997953607064179 0.000146129080212144 0.000147800390677972 7.63136583257337e-05 0.000120084799660215 0.000123237498956037 0.00137655261563713 5.62748923520153e-05
"328" 0.00130545966862744 0.00132705308083888 0.00392919861897193 0.000791510187158575 0.000976794343630256 0.0036563319147929 0.000778776861441073 0.987234875324539
"337" 0.982186528441467 0.000868543284542898 0.00503164983200283 0.000562980910461487 0.00132872573076674 0.00122507838219304 0.0081697083789744 0.000626785039591146
"341" 0.00519304059214435 0.0266166875954297 0.000741663708571458 0.00133652465803067 0.0293677137925524 0.000498922028050372 0.935791297863933 0.00045414976128812
"344" 0.00152882839756423 0.00226667067337735 0.00107766851089824 0.00131212012540592 0.00181153848820174 0.00151384120618594 0.989376545880861 0.00111278671750583
"348" 0.184591737096408 0.613013468841523 0.0130231181688869 0.00876891604865147 0.0163065679842951 0.00914321337891334 0.145739985229323 0.0094129932519994
"363" 0.977589571820544 0.000341379505792051 0.000116331957643169 0.000145678733140022 0.000177818240964761 0.000179548863662464 0.0197395584067563 0.00171011247149722
"364" 0.760141686508998 0.228510845722704 0.00298072402858437 0.00153296558754125 0.00149037926835712 0.00213476023735386 0.00183433844754504 0.00137430019891671
"366" 0.073770800405421 0.75909724140425 0.00685387444314511 0.0485181979603979 0.00682160773445 0.0532871516231178 0.00527941821459186 0.0463717082146261
"371" 0.00455340197514107 0.00331885001541625 0.00261113493667474 0.00296347147441954 0.0036275138769909 0.00257133184947148 0.977539427790245 0.00281486808164045
