"V1" "V2"
"1" 499.05353112982 -794.190854602375
"2" 527.912768299976 833.397713976033
"3" -84.7256964056327 -246.629176874577
"4" -1080.27939596414 -755.287133136497
"5" -366.433865521544 278.765782093665
"6" -1078.84240797338 -754.629421929759
"7" -1040.52217433119 643.143117561273
"8" -94.6275678125147 395.322850501448
"9" -722.952019774656 381.672704351189
"10" 371.950461890502 -743.438749079254
"11" -807.223126140774 -666.352642274646
"12" 529.908145673203 831.660156797262
"13" 592.582176415623 -788.042421122651
"14" 532.109024735857 830.35512401942
"15" 517.612068776075 680.283362501206
"16" 559.303084209682 621.332860994143
"17" 485.983064767246 -789.055164419815
"18" -367.348091662522 278.794662060352
"19" 152.705578582056 417.280984440262
"20" -1131.00188317611 837.945935397684
"21" 202.689605105138 -378.859634818995
"22" -725.014014815474 382.28386923179
"23" 596.163620152692 -781.996330701123
"24" 376.59152267263 -736.216488398463
"25" 367.55640895771 -739.830910415882
"26" -814.823491891526 -668.635221597826
"27" 451.035574587066 730.908414061603
"28" -807.17646614235 -667.034805262164
"29" 368.394514444069 -738.503652546117
"30" 492.2765683845 -789.907917261355
"31" 490.591226809148 -791.803845219005
"32" 451.700918792232 732.031430590596
"33" 560.544865877706 619.69006112953
"34" -2.4656193138949 -413.253044640101
"35" 448.420418640845 733.499112619406
"36" -80.0741645387914 220.529353587003
"37" 430.994423880169 -845.973888920486
"38" -81.8137585464631 -125.131403674813
"39" -2.49744034580841 -386.192000366972
"40" 456.569354710265 -733.916395400331
"41" 450.334225493194 732.223212084458
"42" -264.146410428079 -243.466076861649
"43" 370.002274420951 -740.291714587437
"44" 325.157570490144 -628.736915453567
"45" -48.1332200383381 628.733351849419
"46" 528.372112285913 830.196323085324
"47" 369.387740566755 -739.955846798267
"48" 498.297223992877 -782.071121232221
"49" 367.754977325705 -738.592210959405
"50" -1.82935035207726 -413.012501088805
"51" 321.379101456494 -627.499840590622
"52" 450.197011946512 736.494616509003
"53" 632.963548007025 955.034731475677
"54" -1.76188516548762 -412.865497905453
"55" 630.775375512264 957.601108189305
"56" 525.246801384404 829.398340511768
"57" 480.304507329784 -792.987240110306
"58" 529.748154071137 832.126837090743
"59" 529.626282168162 830.400321662751
"60" 372.945001807907 -742.652777504672
"61" 150.027569375637 420.188222964745
"62" -1112.75922821931 -741.074956730595
"63" 377.98844921693 -736.630726895315
"64" -82.009980702121 -315.224353667669
"65" 188.739092183972 399.341930199707
"66" -1079.82161107139 -756.531428542297
"67" 151.819335631631 418.396924116864
"68" 149.883950170695 419.429970245305
"69" 151.844120800573 417.476752108888
"70" -807.943051762191 -666.924914557965
"71" -807.322347840664 -666.004235165194
"72" -1129.47075569812 840.702385443059
"73" -1131.43118680952 841.862501202478
"74" -725.937010853239 382.064297735188
"75" 151.031951838073 419.799686584641
"76" -94.2164946058805 441.557381145183
"77" -1072.63891658537 -755.250595963317
"78" -1074.64590080945 -757.192261835827
"79" -1010.62265502119 -850.296760754062
"80" 328.46896458622 -620.597653578263
"81" -1141.83606190508 900.607693145676
"82" -24.0714787471928 886.560290516015
"83" 371.334016743221 -739.828628800978
"84" 495.146026467533 -795.742352878316
"85" -117.023852838353 -304.041530995854
"86" -1073.79454140464 -753.814227870994
"87" 491.794651342337 -790.942053897375
"88" 378.676479193721 -737.282915379968
"89" 341.426691073104 -725.329760892471
"90" 458.697281826186 -870.540808121208
"91" 324.411545149594 -624.482657304851
"92" 371.218547574393 -742.454609229874
"93" 456.723671227622 -728.69544790877
"94" 428.308013852433 483.334637190839
"95" -749.433127377641 -330.857613630499
"96" 425.701549832263 -761.665549691141
"97" 328.130699477762 -623.734498478466
"98" -1007.52150552847 688.048564787208
"99" 460.893760437206 -732.87456953578
"100" -154.754889192792 -381.105122084328
"101" 595.147269995219 -787.015916227665
"102" 459.616039616467 -870.235494114907
"103" 396.324771798935 -63.0680865738518
"104" 449.622453783943 729.975240531386
"105" 454.443291414419 735.860251527805
