"1" "2" "3" "4" "5"
"SRS043704.SRX020690" 0.146364558032954 0.331362808226053 0.443115908826049 0.000539339071872749 0.0786173858430715
"SRS049355.SRX020682" 0.29365066734837 0.187277742465521 0.393658962611709 0.0232648377626942 0.102147789811706
"SRS019556.SRX020561" 0.123124886160264 0.0801861712756319 0.629634780749747 0.16673283039466 0.000321331419697474
"SRS015198.SRX020561" 0.000577417116906491 0.00756738274693342 0.055776732392752 0.935767501738809 0.000310966004599104
"SRS019679.SRX020561" 0.0865917372886829 0.0300020311818463 0.185011634009791 0.69718101654832 0.0012135809713595
"SRS015139.SRX020561" 0.00536045728713195 0.00134112613064186 0.000706567270263252 0.96816943202658 0.0244224172853827
"SRS015805.SRX020562" 0.0406859168085623 0.564768512027516 0.0453324378497386 0.310367352449777 0.0388457808644056
"SRS019552.SRX020547" 0.279877604116637 0.390655437943798 0.113365081365913 0.215575212873439 0.000526663700213332
"SRS019552.SRX020529" 0.238415692582364 0.348798045684807 0.387520799455981 0.0249260834673903 0.000339378809458527
"SRS015192.SRX020529" 0.283969338148644 0.204001024397868 0.403838596376011 0.107789564865747 0.000401476211729997
"SRS023019.SRX020682" 0.0715006609761498 0.111364639616844 0.767215042463514 0.000848438745317839 0.0490712181981739
"SRS024545.SRX020682" 0.241775774332292 0.113303835946712 0.454178372105739 0.152751857195812 0.0379901604194447
"SRS042602.SRX020690" 0.0245953078279442 0.244405372285234 0.419788116412238 0.0072614940597083 0.303949709414875
"SRS063268.SRX020548" 0.0844294672110264 0.168307745118231 0.56930019781083 0.116372613471074 0.0615899763888388
"SRS042360.SRX021470" 0.0238955414923765 0.00127888298141196 0.771655726357931 0.0591745957869638 0.143995253381316
"SRS065711.SRX022229" 0.000872568922794374 0.0260081132040789 0.702390715579713 0.0253576588018956 0.245370943491519
"SRS024365.SRX019684" 0.395732767910114 0.0393551550940231 0.257161993500547 0.0166619993984163 0.2910880840969
"SRS018555.SRX020529" 0.00708746463584177 0.173204595688757 0.243871865538466 0.564447049377747 0.0113890247591885
"SRS055187.SRX020687" 0.129192170435435 0.587081005254148 0.273157750784905 0.00220286057022673 0.00836621295528552
"700014999.V35.241686" 0.486344419936499 0.016856122343562 0.00123697227620662 0.0182872887895234 0.477275196654209
"SRS043187.SRX020686" 0.312136195721301 0.114826287150364 0.544909251117576 0.0265418171994109 0.00158644881134773
"SRS045482.SRX020686" 0.287966562602107 0.398577559309077 0.295973678004581 0.0144498305200012 0.00303236956423368
"SRS045403.SRX020690" 0.0391761934815181 0.0662321478857762 0.487197518318718 0.000423211890229469 0.406970928423758
"SRS019498.SRX020529" 0.011275396342445 0.129370625597418 0.658552387010824 0.200436945583805 0.000364645465508529
"SRS020267.SRX019636" 0.123054141874697 0.0445934196738867 0.824855212001073 0.00135451841990066 0.00614270803044216
"SRS017549.SRX019635" 0.0759498381566179 0.0833625046076533 0.82251492818409 0.0174144874764746 0.000758241575164295
"SRS020263.SRX019636" 0.429052571895829 0.415346128843526 0.154586485103102 0.000516293546227793 0.000498520611314973
"SRS017549.SRX019636" 0.0473790049423832 0.0857117396565441 0.846831904170002 0.0188778528118134 0.00119949841925743
"SRS020267.SRX019635" 0.0933424701178975 0.0151383914824277 0.875156934428143 0.00191237655047051 0.0144498274210616
"SRS023768.SRX019681" 0.687654333975663 0.00333408722861214 0.307231293750552 0.000987168898101499 0.000793116147071062
"SRS020443.SRX019682" 0.667239644956504 0.0721630423038556 0.114183103883312 0.000792522197806459 0.145621686658522
"SRS058182.SRX019682" 0.429493220882879 0.555453752877519 0.0140151779640237 0.000614862952293141 0.00042298532328446
"SRS024363.SRX019684" 0.207657915270508 0.00841774054427588 0.650817361838643 0.00059746876501419 0.13250951358156
"SRS024482.SRX019684" 0.248263428060652 0.158941481926991 0.591709248859301 0.00075839846619417 0.000327442686861771
"SRS017731.SRX019687" 0.230529108687136 0.536629637505959 0.099112859622877 0.00224727520799721 0.131481118976031
"SRS017487.SRX019687" 0.000664332022468895 0.00122870545593541 0.643014978451724 0.100629750454435 0.254462233615437
"SRS024124.SRX019686" 0.338340652736749 0.0189282825642424 0.462713047490914 0.000439335373163194 0.179578681834931
"SRS016672.SRX019691" 0.000740898464308759 0.240122824551816 0.556475603983054 0.0433915670066448 0.159269105994177
"SRS023942.SRX019690" 0.195779444085897 0.00423622998829713 0.685154443325696 0.00102483423105175 0.113805048369057
"SRS018343.SRX019691" 0.838598493432793 0.0243596128512848 0.102808867911025 0.00632398443998549 0.0279090413649116
"SRS017035.SRX019691" 0.319763787108341 0.347767257627962 0.230388040741339 0.0222458908474699 0.079835023674888
"SRS013727.SRX019690" 0.0808500779818954 0.00208018237058867 0.672875706353037 0.0011669529989286 0.24302708029555
"SRS023944.SRX019690" 0.34438868494931 0.0116739441862765 0.472927465667298 0.000940617390060419 0.170069287807054
"SRS024236.SRX019696" 0.864553462572007 0.00262081001645019 0.0438748323173801 0.000861539288827386 0.0880893558053355
"SRS022641.SRX019696" 0.0246541254146016 0.0812389993596968 0.641700243535699 0.00311126267851685 0.249295369011486
"SRS016376.SRX019693" 0.111210933835669 0.169707848731755 0.708550790075466 0.000882672211183837 0.00964775514592558
"SRS022643.SRX019696" 0.000808328845500813 0.053568207573552 0.916009687304744 0.00109425122019739 0.0285195250560057
"SRS022637.SRX019696" 0.00118141323879432 0.376665780389159 0.455673590866612 0.000429324970737888 0.166049890534697
